datetime,demanda_MW,generacion_renovable_MW,generacion_no_renovable_MW,precio_electricidad_MW,temperatura_media,festivo
2014-11-02 01:00:00,20725.0,6207.0,14888.0,116.58,19.28,0
2014-11-02 02:00:00,19769.0,6314.0,14051.0,112.66,19.07,0
2014-11-02 03:00:00,18794.0,6319.0,13824.0,115.73,18.87,0
2014-11-02 04:00:00,18450.0,6560.0,13563.0,111.0,18.65,0
2014-11-02 05:00:00,18354.0,6798.0,13588.0,109.83,18.55,0
2014-11-02 06:00:00,18338.0,7044.0,13508.0,109.79,18.45,0
2014-11-02 07:00:00,18970.0,7421.0,13590.0,107.85,18.39,0
2014-11-02 08:00:00,18682.0,7505.0,13048.0,108.29,18.46,0
2014-11-02 09:00:00,20244.0,7870.0,13605.0,118.65,18.63,0
2014-11-02 10:00:00,21931.0,8502.0,14037.0,122.32,18.95,0
2014-11-02 11:00:00,23255.0,8833.0,14284.0,119.48,19.12,0
2014-11-02 12:00:00,23527.0,9340.0,13230.0,115.95,19.32,0
2014-11-02 13:00:00,23707.0,10085.0,12916.0,119.12,19.41,0
2014-11-02 14:00:00,24023.0,10225.0,13261.0,118.49,19.51,0
2014-11-02 15:00:00,23147.0,9795.0,12912.0,114.55,19.66,0
2014-11-02 16:00:00,22314.0,9225.0,13195.0,114.16,19.65,0
2014-11-02 17:00:00,21885.0,8388.0,13282.0,118.46,19.63,0
2014-11-02 18:00:00,23064.0,7627.0,13886.0,132.87,19.62,0
2014-11-02 19:00:00,25720.0,7281.0,14709.0,138.27,19.63,0
2014-11-02 20:00:00,26340.0,7026.0,14481.0,137.29,19.65,0
2014-11-02 21:00:00,27086.0,7082.0,14596.0,132.02,19.61,0
2014-11-02 22:00:00,26200.0,7350.0,14712.0,126.41,19.42,0
2014-11-02 23:00:00,24210.0,7647.0,13991.0,118.7,19.3,0
2014-11-03 00:00:00,21975.0,7902.0,13518.0,114.49,19.25,0
2014-11-03 01:00:00,20522.0,8403.0,13009.0,114.26,19.27,0
2014-11-03 02:00:00,19887.0,8649.0,12757.0,112.23,19.34,0
2014-11-03 03:00:00,19609.0,8753.0,12732.0,111.09,19.32,0
2014-11-03 04:00:00,19599.0,9131.0,12530.0,110.35,19.09,0
2014-11-03 05:00:00,19841.0,9628.0,12463.0,109.95,19.28,0
2014-11-03 06:00:00,20982.0,10210.0,12438.0,121.93,19.5,0
2014-11-03 07:00:00,24220.0,10660.0,13206.0,124.6,19.56,0
2014-11-03 08:00:00,26703.0,11104.0,13751.0,131.88,19.81,0
2014-11-03 09:00:00,29072.0,12311.0,14126.0,130.5,19.96,0
2014-11-03 10:00:00,30402.0,13827.0,13598.0,130.44,19.4,0
2014-11-03 11:00:00,31135.0,15735.0,13485.0,121.86,19.74,0
2014-11-03 12:00:00,31135.0,17088.0,13101.0,116.36,20.0,0
2014-11-03 13:00:00,31731.0,17770.0,13296.0,115.79,19.98,0
2014-11-03 14:00:00,30867.0,18190.0,13010.0,107.64,20.08,0
2014-11-03 15:00:00,29525.0,17712.0,12535.0,108.76,20.21,0
2014-11-03 16:00:00,29289.0,17560.0,12445.0,108.54,20.35,0
2014-11-03 17:00:00,29339.0,16803.0,12733.0,114.23,20.43,0
2014-11-03 18:00:00,30438.0,15973.0,13248.0,127.96,20.46,0
2014-11-03 19:00:00,32450.0,16054.0,13532.0,131.14,20.39,0
2014-11-03 20:00:00,32843.0,16647.0,13328.0,127.29,20.27,0
2014-11-03 21:00:00,32320.0,16424.0,13138.0,122.89,20.15,0
2014-11-03 22:00:00,29754.0,15963.0,12400.0,110.58,20.16,0
2014-11-03 23:00:00,26896.0,15410.0,11580.0,105.12,20.25,0
2014-11-04 00:00:00,24738.0,14704.0,10554.0,98.51,20.57,0
2014-11-04 01:00:00,23464.0,14287.0,10337.0,100.88,20.4,0
2014-11-04 02:00:00,22273.0,13906.0,10478.0,101.28,18.76,0
2014-11-04 03:00:00,21628.0,13062.0,10721.0,99.77,17.42,0
2014-11-04 04:00:00,21240.0,12075.0,11243.0,99.6,17.16,0
2014-11-04 05:00:00,21543.0,11609.0,11364.0,101.44,17.49,0
2014-11-04 06:00:00,22246.0,10805.0,11280.0,107.51,17.84,0
2014-11-04 07:00:00,25576.0,10272.0,12009.0,123.15,18.09,0
2014-11-04 08:00:00,28247.0,10790.0,11955.0,131.03,17.99,0
2014-11-04 09:00:00,29740.0,11541.0,12731.0,134.12,18.13,0
2014-11-04 10:00:00,31168.0,12417.0,12828.0,132.02,17.71,0
2014-11-04 11:00:00,31632.0,12975.0,12405.0,128.94,17.36,0
2014-11-04 12:00:00,31558.0,14750.0,12088.0,121.64,17.17,0
2014-11-04 13:00:00,31711.0,15714.0,12079.0,119.33,17.26,0
2014-11-04 14:00:00,30690.0,16268.0,11652.0,108.94,17.39,0
2014-11-04 15:00:00,29557.0,16748.0,11020.0,108.56,16.68,0
2014-11-04 16:00:00,29414.0,16815.0,11308.0,114.99,16.39,0
2014-11-04 17:00:00,29120.0,16223.0,11564.0,124.69,16.34,0
2014-11-04 18:00:00,30172.0,14596.0,12688.0,141.24,16.45,0
2014-11-04 19:00:00,32701.0,13896.0,13707.0,143.07,16.42,0
2014-11-04 20:00:00,32729.0,13754.0,13716.0,139.45,16.3,0
2014-11-04 21:00:00,32469.0,14426.0,12914.0,128.94,15.89,0
2014-11-04 22:00:00,29746.0,14799.0,11220.0,115.2,15.1,0
2014-11-04 23:00:00,27171.0,14933.0,10629.0,110.06,14.71,0
2014-11-05 00:00:00,24710.0,14658.0,10561.0,106.86,14.48,0
2014-11-05 01:00:00,23240.0,14068.0,10261.0,103.84,14.41,0
2014-11-05 02:00:00,22135.0,13632.0,10158.0,104.38,14.52,0
2014-11-05 03:00:00,21647.0,13338.0,10531.0,100.19,14.37,0
2014-11-05 04:00:00,21484.0,13430.0,9974.0,101.67,14.03,0
2014-11-05 05:00:00,21711.0,13226.0,10361.0,105.93,13.25,0
2014-11-05 06:00:00,22097.0,13203.0,10454.0,122.2,13.01,0
2014-11-05 07:00:00,25467.0,13051.0,12005.0,132.3,13.07,0
2014-11-05 08:00:00,28221.0,13215.0,12004.0,134.59,13.15,0
2014-11-05 09:00:00,30008.0,13816.0,13111.0,137.76,13.37,0
2014-11-05 10:00:00,31253.0,14924.0,13367.0,136.01,13.39,0
2014-11-05 11:00:00,31439.0,16678.0,12582.0,134.86,13.8,0
2014-11-05 12:00:00,31699.0,17262.0,12418.0,129.43,14.28,0
2014-11-05 13:00:00,31894.0,17203.0,12435.0,129.05,14.72,0
2014-11-05 14:00:00,30789.0,17415.0,11734.0,124.76,15.16,0
2014-11-05 15:00:00,29957.0,17450.0,11555.0,125.09,15.55,0
2014-11-05 16:00:00,29578.0,16560.0,11988.0,128.78,15.81,0
2014-11-05 17:00:00,29400.0,15212.0,12823.0,134.8,16.07,0
2014-11-05 18:00:00,30270.0,12736.0,14858.0,156.76,16.33,0
2014-11-05 19:00:00,33102.0,11888.0,16260.0,163.38,16.68,0
2014-11-05 20:00:00,33433.0,11819.0,16260.0,170.96,16.36,0
2014-11-05 21:00:00,32848.0,11573.0,15932.0,152.09,15.41,0
2014-11-05 22:00:00,30397.0,10961.0,15383.0,134.6,15.57,0
2014-11-05 23:00:00,27562.0,10704.0,13118.0,131.76,15.09,0
2014-11-06 00:00:00,25122.0,10704.0,12398.0,132.71,14.7,0
2014-11-06 01:00:00,23587.0,10268.0,12321.0,126.83,14.9,0
2014-11-06 02:00:00,22557.0,10415.0,11787.0,119.9,14.92,0
2014-11-06 03:00:00,22071.0,10555.0,11871.0,114.43,14.73,0
2014-11-06 04:00:00,21740.0,10198.0,11722.0,112.48,14.41,0
2014-11-06 05:00:00,21955.0,9979.0,12126.0,116.44,13.02,0
2014-11-06 06:00:00,22433.0,9909.0,12360.0,130.87,12.7,0
2014-11-06 07:00:00,25902.0,10094.0,12928.0,142.8,12.92,0
2014-11-06 08:00:00,28583.0,10306.0,13715.0,143.2,13.2,0
2014-11-06 09:00:00,30584.0,10663.0,14535.0,143.55,13.49,0
2014-11-06 10:00:00,31619.0,11578.0,14550.0,141.82,13.8,0
2014-11-06 11:00:00,31849.0,13216.0,14283.0,141.65,14.17,0
2014-11-06 12:00:00,31747.0,14524.0,13903.0,134.92,14.53,0
2014-11-06 13:00:00,31896.0,15738.0,13432.0,132.66,14.87,0
2014-11-06 14:00:00,31122.0,16301.0,12925.0,126.4,15.3,0
2014-11-06 15:00:00,30204.0,16702.0,12311.0,127.0,15.73,0
2014-11-06 16:00:00,30064.0,16063.0,12928.0,128.88,16.07,0
2014-11-06 17:00:00,29833.0,14724.0,13584.0,135.92,16.3,0
2014-11-06 18:00:00,31147.0,13000.0,14708.0,147.78,16.66,0
2014-11-06 19:00:00,33849.0,12994.0,15670.0,144.31,16.86,0
2014-11-06 20:00:00,33905.0,13707.0,14895.0,141.89,16.95,0
2014-11-06 21:00:00,33664.0,14261.0,14827.0,130.37,17.0,0
2014-11-06 22:00:00,30944.0,14219.0,12797.0,121.58,17.01,0
2014-11-06 23:00:00,28540.0,14564.0,11915.0,110.16,16.86,0
2014-11-07 00:00:00,26125.0,15290.0,10876.0,97.94,16.57,0
2014-11-07 01:00:00,24184.0,15321.0,10939.0,96.07,16.17,0
2014-11-07 02:00:00,22931.0,15316.0,10923.0,82.97,15.74,0
2014-11-07 03:00:00,22521.0,15205.0,10708.0,79.08,15.49,0
2014-11-07 04:00:00,22187.0,15145.0,10663.0,79.2,15.29,0
2014-11-07 05:00:00,22406.0,14639.0,10904.0,88.58,15.07,0
2014-11-07 06:00:00,23455.0,14327.0,11358.0,103.02,14.92,0
2014-11-07 07:00:00,26543.0,13911.0,12364.0,123.81,14.74,0
2014-11-07 08:00:00,29026.0,13860.0,12137.0,133.31,14.75,0
2014-11-07 09:00:00,30634.0,13832.0,13096.0,134.27,15.05,0
2014-11-07 10:00:00,31620.0,14096.0,13338.0,135.31,15.05,0
2014-11-07 11:00:00,32266.0,14596.0,13221.0,132.36,15.78,0
2014-11-07 12:00:00,32040.0,15177.0,12882.0,130.31,16.75,0
2014-11-07 13:00:00,32330.0,15720.0,12911.0,130.57,17.86,0
2014-11-07 14:00:00,31087.0,15303.0,12664.0,129.09,18.9,0
2014-11-07 15:00:00,30050.0,14686.0,12544.0,130.69,19.47,0
2014-11-07 16:00:00,29517.0,13798.0,12786.0,133.11,19.59,0
2014-11-07 17:00:00,29035.0,11796.0,13512.0,136.89,19.12,0
2014-11-07 18:00:00,30265.0,10331.0,15604.0,151.46,18.65,0
2014-11-07 19:00:00,32683.0,9790.0,17122.0,153.59,18.22,0
2014-11-07 20:00:00,32164.0,9009.0,17266.0,154.99,18.03,0
2014-11-07 21:00:00,32280.0,8830.0,17655.0,145.28,18.03,0
2014-11-07 22:00:00,29968.0,8596.0,16149.0,134.73,17.39,0
2014-11-07 23:00:00,27662.0,7900.0,14230.0,131.88,17.38,0
2014-11-08 00:00:00,25630.0,7666.0,13548.0,124.06,17.24,0
2014-11-08 01:00:00,24269.0,7346.0,13652.0,125.1,17.15,0
2014-11-08 02:00:00,22432.0,7318.0,13216.0,127.58,17.09,0
2014-11-08 03:00:00,21344.0,7314.0,12508.0,126.17,17.08,0
2014-11-08 04:00:00,21192.0,7371.0,12462.0,121.41,17.07,0
2014-11-08 05:00:00,21000.0,7295.0,12681.0,118.01,17.03,0
2014-11-08 06:00:00,21232.0,7622.0,12774.0,118.41,17.02,0
2014-11-08 07:00:00,22160.0,7860.0,13273.0,120.68,16.98,0
2014-11-08 08:00:00,22277.0,8133.0,12672.0,122.53,16.98,0
2014-11-08 09:00:00,24461.0,8932.0,12980.0,132.14,16.82,0
2014-11-08 10:00:00,26610.0,9366.0,13177.0,130.87,16.61,0
2014-11-08 11:00:00,28139.0,10987.0,11958.0,116.06,16.89,0
2014-11-08 12:00:00,28132.0,12119.0,11422.0,116.27,17.0,0
2014-11-08 13:00:00,28065.0,13315.0,11468.0,113.51,16.99,0
2014-11-08 14:00:00,28045.0,13719.0,11730.0,106.39,17.04,0
2014-11-08 15:00:00,27043.0,13528.0,11419.0,98.97,17.19,0
2014-11-08 16:00:00,25997.0,12973.0,11364.0,100.82,17.33,0
2014-11-08 17:00:00,25810.0,12177.0,11375.0,111.98,17.31,0
2014-11-08 18:00:00,26657.0,11888.0,11506.0,122.77,17.27,0
2014-11-08 19:00:00,28670.0,12043.0,11877.0,123.92,17.31,0
2014-11-08 20:00:00,29390.0,11921.0,11877.0,125.4,17.37,0
2014-11-08 21:00:00,29242.0,11539.0,11923.0,123.94,17.44,0
2014-11-08 22:00:00,27829.0,11271.0,11574.0,122.8,17.47,0
2014-11-08 23:00:00,26120.0,11041.0,11587.0,111.41,17.37,0
2014-11-09 00:00:00,24055.0,10619.0,11906.0,111.35,17.25,0
2014-11-09 01:00:00,22420.0,9528.0,12106.0,106.81,17.18,0
2014-11-09 02:00:00,20644.0,8655.0,11853.0,106.17,17.13,0
2014-11-09 03:00:00,20008.0,8588.0,11795.0,110.79,17.06,0
2014-11-09 04:00:00,19323.0,8068.0,11741.0,113.49,16.94,0
2014-11-09 05:00:00,19225.0,7459.0,12559.0,113.14,16.77,0
2014-11-09 06:00:00,19547.0,7481.0,12610.0,112.56,16.54,0
2014-11-09 07:00:00,19967.0,7781.0,12382.0,110.73,16.25,0
2014-11-09 08:00:00,19822.0,7539.0,12398.0,111.85,16.05,0
2014-11-09 09:00:00,21171.0,7784.0,13086.0,121.91,16.11,0
2014-11-09 10:00:00,22978.0,8527.0,13220.0,125.81,15.8,0
2014-11-09 11:00:00,24658.0,9469.0,13274.0,128.44,16.03,0
2014-11-09 12:00:00,25077.0,10035.0,12627.0,122.98,16.12,0
2014-11-09 13:00:00,25303.0,10428.0,12755.0,126.97,16.22,0
2014-11-09 14:00:00,25842.0,10724.0,12681.0,124.11,16.41,0
2014-11-09 15:00:00,24587.0,10861.0,12123.0,113.52,16.51,0
2014-11-09 16:00:00,23778.0,10373.0,12170.0,113.52,16.53,0
2014-11-09 17:00:00,23145.0,9491.0,12302.0,122.47,16.64,0
2014-11-09 18:00:00,24463.0,7733.0,13480.0,134.73,16.74,0
2014-11-09 19:00:00,27140.0,7631.0,13965.0,142.94,16.84,0
2014-11-09 20:00:00,27906.0,7652.0,14569.0,142.75,16.84,0
2014-11-09 21:00:00,28672.0,7745.0,14759.0,138.09,16.71,0
2014-11-09 22:00:00,28048.0,7334.0,14773.0,128.25,16.18,0
2014-11-09 23:00:00,25929.0,6886.0,14001.0,122.91,16.0,0
2014-11-10 00:00:00,23869.0,6556.0,14108.0,124.35,15.71,0
2014-11-10 01:00:00,21875.0,6564.0,14061.0,125.04,15.05,0
2014-11-10 02:00:00,20805.0,6612.0,13720.0,127.85,14.75,0
2014-11-10 03:00:00,20474.0,6555.0,13602.0,127.85,14.69,0
2014-11-10 04:00:00,20040.0,6697.0,13466.0,126.18,14.63,0
2014-11-10 05:00:00,20374.0,6953.0,13341.0,127.14,14.56,0
2014-11-10 06:00:00,21563.0,7358.0,13509.0,139.04,14.51,0
2014-11-10 07:00:00,24909.0,7463.0,14032.0,137.16,14.47,0
2014-11-10 08:00:00,27958.0,7718.0,14954.0,142.17,14.49,0
2014-11-10 09:00:00,30314.0,8903.0,15149.0,142.39,14.48,0
2014-11-10 10:00:00,31607.0,9857.0,15204.0,142.26,14.55,0
2014-11-10 11:00:00,31723.0,11067.0,14073.0,138.99,14.6,0
2014-11-10 12:00:00,32032.0,11810.0,13659.0,131.73,14.74,0
2014-11-10 13:00:00,32144.0,12444.0,13490.0,130.65,14.9,0
2014-11-10 14:00:00,31439.0,12876.0,13289.0,125.95,15.02,0
2014-11-10 15:00:00,30172.0,12977.0,12858.0,125.7,15.15,0
2014-11-10 16:00:00,29997.0,12574.0,13331.0,127.61,15.22,0
2014-11-10 17:00:00,29711.0,11453.0,13813.0,131.32,15.31,0
2014-11-10 18:00:00,31574.0,10683.0,14874.0,142.34,15.33,0
2014-11-10 19:00:00,33924.0,10812.0,15625.0,143.14,15.34,0
2014-11-10 20:00:00,34308.0,11474.0,14951.0,141.73,15.36,0
2014-11-10 21:00:00,34307.0,11566.0,14892.0,130.18,15.44,0
2014-11-10 22:00:00,31746.0,11669.0,12809.0,121.92,15.62,0
2014-11-10 23:00:00,28863.0,12415.0,12200.0,107.06,15.59,0
2014-11-11 00:00:00,26319.0,12614.0,12114.0,110.93,15.54,0
2014-11-11 01:00:00,24315.0,12433.0,12078.0,102.85,15.44,0
2014-11-11 02:00:00,23121.0,12829.0,11573.0,104.04,15.37,0
2014-11-11 03:00:00,22509.0,13125.0,11360.0,103.07,15.32,0
2014-11-11 04:00:00,22238.0,13035.0,11420.0,96.36,15.38,0
2014-11-11 05:00:00,22578.0,13244.0,11253.0,101.45,15.51,0
2014-11-11 06:00:00,23320.0,13083.0,11395.0,109.49,15.76,0
2014-11-11 07:00:00,26740.0,13306.0,12246.0,116.53,16.17,0
2014-11-11 08:00:00,29847.0,13583.0,12312.0,119.13,16.67,0
2014-11-11 09:00:00,31680.0,13962.0,12895.0,128.73,16.95,0
2014-11-11 10:00:00,33095.0,14351.0,12965.0,130.08,17.09,0
2014-11-11 11:00:00,33886.0,14085.0,13151.0,128.14,17.47,0
2014-11-11 12:00:00,33923.0,14620.0,13050.0,124.15,17.62,0
2014-11-11 13:00:00,34074.0,14836.0,12997.0,122.38,16.84,0
2014-11-11 14:00:00,33112.0,15373.0,12617.0,111.56,15.51,0
2014-11-11 15:00:00,31943.0,15803.0,12109.0,109.62,15.19,0
2014-11-11 16:00:00,31688.0,15951.0,11602.0,111.21,15.23,0
2014-11-11 17:00:00,31641.0,15684.0,11726.0,117.48,15.25,0
2014-11-11 18:00:00,33042.0,15040.0,12485.0,128.65,15.35,0
2014-11-11 19:00:00,34775.0,15217.0,13388.0,130.04,15.3,0
2014-11-11 20:00:00,35152.0,15889.0,13301.0,129.04,15.31,0
2014-11-11 21:00:00,34336.0,15594.0,13174.0,117.82,15.41,0
2014-11-11 22:00:00,31861.0,15535.0,12458.0,108.24,15.02,0
2014-11-11 23:00:00,29148.0,15533.0,11657.0,101.98,14.92,0
2014-11-12 00:00:00,26489.0,15495.0,11118.0,94.34,14.92,0
2014-11-12 01:00:00,24829.0,14936.0,10971.0,94.43,14.65,0
2014-11-12 02:00:00,23506.0,14922.0,10706.0,92.92,14.4,0
2014-11-12 03:00:00,22789.0,14496.0,10810.0,87.83,13.93,0
2014-11-12 04:00:00,22404.0,14345.0,10723.0,88.48,13.51,0
2014-11-12 05:00:00,22764.0,14085.0,10864.0,94.86,13.27,0
2014-11-12 06:00:00,23512.0,13646.0,10941.0,109.21,13.2,0
2014-11-12 07:00:00,26859.0,13362.0,11359.0,120.06,13.19,0
2014-11-12 08:00:00,30015.0,13409.0,12135.0,123.57,13.43,0
2014-11-12 09:00:00,31732.0,13751.0,12760.0,126.97,13.87,0
2014-11-12 10:00:00,32675.0,14473.0,12719.0,126.55,14.74,0
2014-11-12 11:00:00,32845.0,15491.0,12328.0,127.42,15.47,0
2014-11-12 12:00:00,32684.0,16207.0,12370.0,125.09,16.33,0
2014-11-12 13:00:00,32876.0,16465.0,12432.0,125.86,17.15,0
2014-11-12 14:00:00,31919.0,16504.0,12239.0,120.61,17.85,0
2014-11-12 15:00:00,30683.0,16300.0,11912.0,120.87,18.32,0
2014-11-12 16:00:00,30346.0,15146.0,12358.0,126.09,18.42,0
2014-11-12 17:00:00,30502.0,13297.0,13300.0,133.01,18.21,0
2014-11-12 18:00:00,31973.0,11670.0,14798.0,146.97,17.89,0
2014-11-12 19:00:00,34515.0,11933.0,15904.0,143.44,17.56,0
2014-11-12 20:00:00,34684.0,11932.0,15518.0,140.5,17.27,0
2014-11-12 21:00:00,34368.0,12174.0,15468.0,133.55,17.04,0
2014-11-12 22:00:00,32096.0,12267.0,14700.0,119.03,16.77,0
2014-11-12 23:00:00,29135.0,12412.0,12124.0,110.68,16.44,0
2014-11-13 00:00:00,26747.0,12581.0,11225.0,107.79,16.09,0
2014-11-13 01:00:00,25048.0,12267.0,11074.0,99.97,15.78,0
2014-11-13 02:00:00,23499.0,12611.0,10897.0,100.79,15.51,0
2014-11-13 03:00:00,23150.0,13059.0,11370.0,98.08,15.28,0
2014-11-13 04:00:00,22660.0,13336.0,10960.0,97.95,15.06,0
2014-11-13 05:00:00,22823.0,13441.0,11046.0,102.3,14.89,0
2014-11-13 06:00:00,23928.0,13597.0,11377.0,109.93,14.75,0
2014-11-13 07:00:00,27004.0,13486.0,11742.0,128.28,14.73,0
2014-11-13 08:00:00,29968.0,13465.0,12606.0,129.64,14.92,0
2014-11-13 09:00:00,31598.0,13800.0,12975.0,128.13,15.34,0
2014-11-13 10:00:00,32796.0,14326.0,12843.0,127.22,16.18,0
2014-11-13 11:00:00,32827.0,14855.0,12784.0,128.02,16.87,0
2014-11-13 12:00:00,32684.0,15555.0,12327.0,122.81,17.59,0
2014-11-13 13:00:00,33025.0,16198.0,12542.0,121.22,18.1,0
2014-11-13 14:00:00,32298.0,16620.0,12103.0,114.37,18.35,0
2014-11-13 15:00:00,31222.0,16267.0,12014.0,114.29,18.35,0
2014-11-13 16:00:00,31149.0,16045.0,12264.0,117.1,18.18,0
2014-11-13 17:00:00,31087.0,15318.0,12254.0,124.98,17.96,0
2014-11-13 18:00:00,32712.0,15427.0,12594.0,133.52,17.85,0
2014-11-13 19:00:00,34455.0,15375.0,12806.0,129.5,17.8,0
2014-11-13 20:00:00,34808.0,15215.0,12598.0,127.92,17.73,0
2014-11-13 21:00:00,34168.0,15275.0,12602.0,122.33,17.6,0
2014-11-13 22:00:00,31846.0,16010.0,11785.0,111.33,17.63,0
2014-11-13 23:00:00,29268.0,15701.0,11324.0,104.87,17.49,0
2014-11-14 00:00:00,26778.0,15401.0,10770.0,98.09,17.38,0
2014-11-14 01:00:00,24919.0,15522.0,10602.0,98.86,17.26,0
2014-11-14 02:00:00,23434.0,15041.0,11020.0,100.71,17.14,0
2014-11-14 03:00:00,23072.0,14889.0,11067.0,92.83,17.08,0
2014-11-14 04:00:00,22166.0,14048.0,10830.0,85.05,17.04,0
2014-11-14 05:00:00,22485.0,13873.0,10599.0,99.27,17.01,0
2014-11-14 06:00:00,23432.0,13313.0,10825.0,110.85,17.1,0
2014-11-14 07:00:00,26652.0,12726.0,12220.0,122.27,17.31,0
2014-11-14 08:00:00,29774.0,12279.0,12515.0,130.5,17.73,0
2014-11-14 09:00:00,31440.0,11852.0,13162.0,130.92,18.21,0
2014-11-14 10:00:00,32532.0,12112.0,13507.0,132.95,18.36,0
2014-11-14 11:00:00,33152.0,12741.0,13564.0,129.3,18.5,0
2014-11-14 12:00:00,33094.0,12824.0,13766.0,125.93,18.65,0
2014-11-14 13:00:00,33135.0,13638.0,13417.0,125.13,18.72,0
2014-11-14 14:00:00,31861.0,14276.0,12344.0,120.37,18.8,0
2014-11-14 15:00:00,31003.0,14917.0,11853.0,120.65,18.82,0
2014-11-14 16:00:00,30604.0,14324.0,12338.0,123.21,18.74,0
2014-11-14 17:00:00,30221.0,12910.0,12844.0,126.79,18.73,0
2014-11-14 18:00:00,31885.0,12355.0,13938.0,135.5,18.79,0
2014-11-14 19:00:00,33384.0,12409.0,14554.0,134.48,18.84,0
2014-11-14 20:00:00,33289.0,12120.0,14212.0,133.28,18.77,0
2014-11-14 21:00:00,32865.0,11937.0,14119.0,124.55,18.72,0
2014-11-14 22:00:00,30550.0,11744.0,12256.0,118.21,18.11,0
2014-11-14 23:00:00,28730.0,12319.0,10784.0,106.65,17.85,0
2014-11-15 00:00:00,26436.0,12205.0,10320.0,98.88,17.46,0
2014-11-15 01:00:00,24554.0,12651.0,9573.0,96.26,17.29,0
2014-11-15 02:00:00,23036.0,13518.0,8933.0,95.86,17.0,0
2014-11-15 03:00:00,22281.0,14506.0,8896.0,94.14,16.68,0
2014-11-15 04:00:00,21427.0,14969.0,8923.0,93.37,16.22,0
2014-11-15 05:00:00,21694.0,15527.0,8911.0,93.53,15.74,0
2014-11-15 06:00:00,21714.0,16457.0,8365.0,92.83,15.14,0
2014-11-15 07:00:00,22524.0,16529.0,8689.0,94.39,14.51,0
2014-11-15 08:00:00,23026.0,16323.0,8720.0,95.39,14.15,0
2014-11-15 09:00:00,25065.0,16702.0,9174.0,92.25,14.15,0
2014-11-15 10:00:00,27029.0,17734.0,9056.0,92.36,15.15,0
2014-11-15 11:00:00,27897.0,18686.0,9075.0,77.97,15.7,0
2014-11-15 12:00:00,27756.0,19397.0,8994.0,77.63,16.32,0
2014-11-15 13:00:00,27399.0,19439.0,9027.0,79.49,16.83,0
2014-11-15 14:00:00,27977.0,19500.0,9216.0,77.0,17.15,0
2014-11-15 15:00:00,26646.0,19438.0,8623.0,76.03,17.32,0
2014-11-15 16:00:00,26022.0,18330.0,8860.0,79.09,17.31,0
2014-11-15 17:00:00,25804.0,17082.0,8965.0,94.29,17.2,0
2014-11-15 18:00:00,27609.0,15665.0,9406.0,110.49,17.12,0
2014-11-15 19:00:00,29239.0,15764.0,9155.0,111.54,17.1,0
2014-11-15 20:00:00,29882.0,15781.0,9235.0,108.81,17.1,0
2014-11-15 21:00:00,29798.0,15531.0,9315.0,102.24,17.09,0
2014-11-15 22:00:00,28744.0,15713.0,8989.0,98.63,17.14,0
2014-11-15 23:00:00,26997.0,15690.0,8960.0,94.02,16.86,0
2014-11-16 00:00:00,25092.0,15862.0,8613.0,78.59,16.5,0
2014-11-16 01:00:00,23279.0,15508.0,8391.0,73.65,16.02,0
2014-11-16 02:00:00,21635.0,15301.0,8260.0,72.05,15.41,0
2014-11-16 03:00:00,20586.0,15226.0,8188.0,76.51,14.95,0
2014-11-16 04:00:00,19949.0,15057.0,8190.0,77.8,14.62,0
2014-11-16 05:00:00,19913.0,14766.0,8074.0,77.6,14.44,0
2014-11-16 06:00:00,19953.0,14629.0,8218.0,77.57,14.31,0
2014-11-16 07:00:00,20714.0,14415.0,8660.0,76.61,14.15,0
2014-11-16 08:00:00,20320.0,14429.0,8169.0,79.41,14.09,0
2014-11-16 09:00:00,21347.0,14797.0,8311.0,79.76,14.27,0
2014-11-16 10:00:00,23580.0,15789.0,8290.0,81.99,14.62,0
2014-11-16 11:00:00,24469.0,16806.0,8163.0,81.78,15.2,0
2014-11-16 12:00:00,24689.0,17798.0,8128.0,77.89,15.72,0
2014-11-16 13:00:00,24446.0,18256.0,8146.0,81.22,16.15,0
2014-11-16 14:00:00,25401.0,18026.0,8470.0,79.69,16.52,0
2014-11-16 15:00:00,24668.0,17505.0,8346.0,75.59,16.82,0
2014-11-16 16:00:00,23846.0,16895.0,8333.0,77.4,16.99,0
2014-11-16 17:00:00,24116.0,15721.0,8484.0,82.11,16.98,0
2014-11-16 18:00:00,25673.0,14781.0,8996.0,100.65,16.84,0
2014-11-16 19:00:00,28218.0,14796.0,8994.0,111.11,16.73,0
2014-11-16 20:00:00,28931.0,14822.0,9143.0,107.5,16.71,0
2014-11-16 21:00:00,29660.0,14946.0,9273.0,99.71,16.77,0
2014-11-16 22:00:00,29008.0,15109.0,8923.0,96.04,16.95,0
2014-11-16 23:00:00,27216.0,15025.0,8965.0,91.05,16.72,0
2014-11-17 00:00:00,25012.0,15071.0,9075.0,89.97,16.5,0
2014-11-17 01:00:00,22939.0,14571.0,9325.0,88.93,16.43,0
2014-11-17 02:00:00,21730.0,13993.0,9288.0,82.77,16.31,0
2014-11-17 03:00:00,20873.0,13359.0,9619.0,85.84,16.16,0
2014-11-17 04:00:00,20731.0,12696.0,9858.0,86.29,15.95,0
2014-11-17 05:00:00,20887.0,12559.0,9697.0,91.26,15.66,0
2014-11-17 06:00:00,22054.0,12048.0,10623.0,101.97,15.34,0
